index,season,player,team,innings,balls,overs,runs_conceeded,wickets,economy,average,strike_rate
0,2017,TS Mills,Royal Challengers Bangalore,5,107,17.5,153,5.0,8.58,30.6,21.4
7,2017,A Choudhary,Royal Challengers Bangalore,5,101,16.5,144,5.0,8.55,28.8,20.2
20,2017,YS Chahal,Royal Challengers Bangalore,13,261,43.3,333,14.0,7.66,23.79,18.64
26,2017,S Aravind,Royal Challengers Bangalore,10,183,30.3,275,5.0,9.02,55.0,36.6
32,2017,SR Watson,Royal Challengers Bangalore,8,161,26.5,245,5.0,9.13,49.0,32.2
44,2017,TM Head,Royal Challengers Bangalore,5,48,8.0,81,2.0,10.12,40.5,24.0
62,2017,STR Binny,Royal Challengers Bangalore,4,36,6.0,50,4.0,8.33,12.5,9.0
125,2017,A Nehra,Sunrisers Hyderabad,6,127,21.1,197,8.0,9.31,24.62,15.88
131,2017,B Kumar,Sunrisers Hyderabad,14,314,52.2,369,26.0,7.05,14.19,12.08
150,2017,BCJ Cutting,Sunrisers Hyderabad,4,76,12.4,123,1.0,9.71,123.0,76.0
157,2017,Rashid Khan,Sunrisers Hyderabad,14,324,54.0,358,17.0,6.63,21.06,19.06
163,2017,DJ Hooda,Sunrisers Hyderabad,3,24,4.0,42,2.0,10.5,21.0,12.0
182,2017,MC Henriques,Sunrisers Hyderabad,12,144,24.0,248,1.0,10.33,248.0,144.0
208,2017,Bipul Sharma,Sunrisers Hyderabad,7,98,16.2,129,3.0,7.9,43.0,32.67
248,2017,AB Dinda,Rising Pune Supergiant,3,60,10.0,119,1.0,11.9,119.0,60.0
255,2017,DL Chahar,Rising Pune Supergiant,3,42,7.0,74,1.0,10.57,74.0,42.0
267,2017,BA Stokes,Rising Pune Supergiant,12,264,44.0,316,12.0,7.18,26.33,22.0
273,2017,Imran Tahir,Rising Pune Supergiant,12,282,47.0,369,18.0,7.85,20.5,15.67
297,2017,A Zampa,Rising Pune Supergiant,6,119,19.5,163,7.0,8.22,23.29,17.0
303,2017,R Bhatia,Rising Pune Supergiant,3,42,7.0,55,2.0,7.86,27.5,21.0
373,2017,TG Southee,Mumbai Indians,3,60,10.0,96,3.0,9.6,32.0,20.0
380,2017,HH Pandya,Mumbai Indians,13,156,26.0,213,6.0,8.19,35.5,26.0
392,2017,MJ McClenaghan,Mumbai Indians,14,324,54.0,507,19.0,9.39,26.68,17.05
398,2017,JJ Bumrah,Mumbai Indians,16,362,60.2,444,20.0,7.36,22.2,18.1
416,2017,KH Pandya,Mumbai Indians,13,240,40.0,273,10.0,6.82,27.3,24.0
452,2017,KA Pollard,Mumbai Indians,1,11,1.5,30,,16.36,,
495,2017,TA Boult,Kolkata Knight Riders,6,143,23.5,216,5.0,9.06,43.2,28.6
501,2017,PP Chawla,Kolkata Knight Riders,6,120,20.0,179,6.0,8.95,29.83,20.0
508,2017,SP Narine,Kolkata Knight Riders,15,354,59.0,412,10.0,6.98,41.2,35.4
526,2017,CR Woakes,Kolkata Knight Riders,13,264,44.0,386,17.0,8.77,22.71,15.53
532,2017,Kuldeep Yadav,Kolkata Knight Riders,11,246,41.0,340,12.0,8.29,28.33,20.5
550,2017,YK Pathan,Kolkata Knight Riders,4,24,4.0,41,1.0,10.25,41.0,24.0
617,2017,P Kumar,Gujarat Lions,6,99,16.3,151,6.0,9.15,25.17,16.5
623,2017,DS Kulkarni,Gujarat Lions,6,113,18.5,173,3.0,9.19,57.67,37.67
629,2017,MS Gony,Gujarat Lions,1,12,2.0,32,,16.0,,
637,2017,S Kaushik,Gujarat Lions,3,66,11.0,105,,9.55,,
655,2017,DR Smith,Gujarat Lions,9,78,13.0,148,2.0,11.38,74.0,39.0
661,2017,SB Jakati,Gujarat Lions,2,30,5.0,52,,10.4,,
713,2017,Sandeep Sharma,Kings XI Punjab,13,288,48.0,398,17.0,8.29,23.41,16.94
719,2017,MM Sharma,Kings XI Punjab,14,274,45.4,410,13.0,8.98,31.54,21.08
743,2017,AR Patel,Kings XI Punjab,14,288,48.0,362,15.0,7.54,24.13,19.2
749,2017,T Natarajan,Kings XI Punjab,6,76,12.4,115,2.0,9.08,57.5,38.0
761,2017,MP Stoinis,Kings XI Punjab,5,63,10.3,110,2.0,10.48,55.0,31.5
769,2017,Swapnil Singh,Kings XI Punjab,4,42,7.0,61,1.0,8.71,61.0,42.0
844,2017,DT Christian,Rising Pune Supergiant,13,240,40.0,298,11.0,7.45,27.09,21.82
888,2017,RD Chahar,Rising Pune Supergiant,2,42,7.0,58,2.0,8.29,29.0,21.0
960,2017,Z Khan,Delhi Daredevils,11,241,40.1,313,10.0,7.79,31.3,24.1
966,2017,CH Morris,Delhi Daredevils,9,186,31.0,240,12.0,7.74,20.0,15.5
972,2017,PJ Cummins,Delhi Daredevils,12,277,46.1,373,15.0,8.08,24.87,18.47
985,2017,S Nadeem,Delhi Daredevils,7,107,17.5,119,6.0,6.67,19.83,17.83
1004,2017,A Mishra,Delhi Daredevils,14,233,38.5,343,10.0,8.83,34.3,23.3
1040,2017,CR Brathwaite,Delhi Daredevils,2,36,6.0,67,1.0,11.17,67.0,36.0
1084,2017,B Stanlake,Royal Challengers Bangalore,2,48,8.0,70,2.0,8.75,35.0,24.0
1103,2017,Iqbal Abdulla,Royal Challengers Bangalore,2,30,5.0,55,2.0,11.0,27.5,15.0
1202,2017,P Negi,Royal Challengers Bangalore,12,193,32.1,197,17.0,6.12,11.59,11.35
1328,2017,SK Raina,Gujarat Lions,6,72,12.0,102,1.0,8.5,102.0,72.0
1352,2017,Tejas Baroka,Gujarat Lions,1,21,3.3,33,,9.43,,
1383,2017,Basil Thampi,Gujarat Lions,12,268,44.4,424,11.0,9.49,38.55,24.36
1424,2017,SL Malinga,Mumbai Indians,12,269,44.5,382,11.0,8.52,34.73,24.45
1478,2017,Harbhajan Singh,Mumbai Indians,11,246,41.0,266,8.0,6.49,33.25,30.75
1606,2017,AS Rajpoot,Kolkata Knight Riders,5,84,14.0,107,4.0,7.64,26.75,21.0
1702,2017,VR Aaron,Kings XI Punjab,6,120,20.0,163,7.0,8.15,23.29,17.14
2072,2017,CJ Anderson,Delhi Daredevils,8,113,18.5,186,3.0,9.88,62.0,37.67
2272,2017,Mustafizur Rahman,Sunrisers Hyderabad,1,16,2.4,34,,12.75,,
2361,2017,UT Yadav,Kolkata Knight Riders,14,291,48.3,410,17.0,8.45,24.12,17.12
2427,2017,C de Grandhomme,Kolkata Knight Riders,9,96,16.0,135,4.0,8.44,33.75,24.0
2492,2017,I Sharma,Kings XI Punjab,6,108,18.0,179,,9.94,,
2512,2017,GJ Maxwell,Kings XI Punjab,8,114,19.0,125,7.0,6.58,17.86,16.29
2713,2017,S Badree,Royal Challengers Bangalore,7,150,25.0,188,9.0,7.52,20.89,16.67
2864,2017,AJ Tye,Gujarat Lions,6,126,21.0,141,12.0,6.71,11.75,10.5
2870,2017,RA Jadeja,Gujarat Lions,12,228,38.0,349,5.0,9.18,69.8,45.6
2956,2017,Ankit Sharma,Rising Pune Supergiant,1,6,1.0,16,,16.0,,
2962,2017,LH Ferguson,Rising Pune Supergiant,4,78,13.0,93,3.0,7.15,31.0,26.0
2968,2017,SN Thakur,Rising Pune Supergiant,12,229,38.1,315,11.0,8.25,28.64,20.82
3354,2017,KC Cariappa,Kings XI Punjab,4,90,15.0,127,4.0,8.47,31.75,22.5
3716,2017,MM Patel,Gujarat Lions,2,42,7.0,57,1.0,8.14,57.0,42.0
3817,2017,AF Milne,Royal Challengers Bangalore,4,84,14.0,134,3.0,9.57,44.67,28.0
3943,2017,JD Unadkat,Rising Pune Supergiant,12,275,45.5,322,24.0,7.03,13.42,11.46
4067,2017,NM Coulter-Nile,Kolkata Knight Riders,8,170,28.2,228,15.0,8.05,15.2,11.33
4231,2017,Mohammed Shami,Delhi Daredevils,8,156,26.0,243,5.0,9.35,48.6,31.2
4251,2017,AD Mathews,Delhi Daredevils,2,30,5.0,56,,11.2,,
4443,2017,BB Sran,Sunrisers Hyderabad,1,12,2.0,29,,14.5,,
4455,2017,S Kaul,Sunrisers Hyderabad,10,214,35.4,300,16.0,8.41,18.75,13.38
4462,2017,Mohammad Nabi,Sunrisers Hyderabad,3,66,11.0,58,2.0,5.27,29.0,33.0
4810,2017,J Yadav,Delhi Daredevils,2,36,6.0,42,,7.0,,
4939,2017,Mohammed Siraj,Sunrisers Hyderabad,6,138,23.0,212,10.0,9.22,21.2,13.8
4988,2017,Yuvraj Singh,Sunrisers Hyderabad,2,12,2.0,22,1.0,11.0,22.0,12.0
5286,2017,JP Faulkner,Gujarat Lions,8,163,27.1,269,8.0,9.9,33.62,20.38
5401,2017,Shakib Al Hasan,Kolkata Knight Riders,1,18,3.0,31,,10.33,,
5512,2017,K Rabada,Delhi Daredevils,6,129,21.3,188,6.0,8.74,31.33,21.5
5639,2017,MG Johnson,Mumbai Indians,5,120,20.0,141,7.0,7.05,20.14,17.14
5770,2017,Washington Sundar,Rising Pune Supergiant,10,180,30.0,185,8.0,6.17,23.12,22.5
6009,2017,SS Agarwal,Gujarat Lions,1,24,4.0,42,1.0,10.5,42.0,24.0
6015,2017,NB Singh,Gujarat Lions,2,24,4.0,15,1.0,3.75,15.0,24.0
6456,2017,KV Sharma,Mumbai Indians,9,184,30.4,214,13.0,6.98,16.46,14.15
6875,2017,RA Tripathi,Rising Pune Supergiant,1,6,1.0,12,,12.0,,
6965,2017,Ankit Soni,Gujarat Lions,6,109,18.1,144,2.0,7.93,72.0,54.5
7360,2017,Anureet Singh,Kings XI Punjab,1,12,2.0,26,,13.0,,
7983,2017,IK Pathan,Gujarat Lions,1,12,2.0,26,,13.0,,
8875,2017,PJ Sangwan,Gujarat Lions,5,108,18.0,181,5.0,10.06,36.2,21.6
9524,2017,MN Samuels,Delhi Daredevils,2,18,3.0,34,,11.33,,
11237,2017,MJ Henry,Kings XI Punjab,2,30,5.0,71,1.0,14.2,71.0,30.0
11273,2017,R Tewatia,Kings XI Punjab,3,54,9.0,49,3.0,5.44,16.33,18.0
12491,2017,R Vinay Kumar,Mumbai Indians,1,18,3.0,31,2.0,10.33,15.5,9.0
12876,2017,Avesh Khan,Royal Challengers Bangalore,1,24,4.0,23,1.0,5.75,23.0,24.0
12900,2017,HV Patel,Royal Challengers Bangalore,1,24,4.0,43,3.0,10.75,14.33,8.0
13378,2017,CJ Jordan,Sunrisers Hyderabad,1,6,1.0,9,1.0,9.0,9.0,6.0
13862,2018,DL Chahar,Chennai Super Kings,12,229,38.1,278,10.0,7.28,27.8,22.9
13868,2018,SR Watson,Chennai Super Kings,11,168,28.0,251,6.0,8.96,41.83,28.0
13899,2018,Harbhajan Singh,Chennai Super Kings,12,191,31.5,270,7.0,8.48,38.57,27.29
13905,2018,RA Jadeja,Chennai Super Kings,14,246,41.0,303,11.0,7.39,27.55,22.36
13917,2018,MA Wood,Chennai Super Kings,1,24,4.0,49,,12.25,,
13923,2018,Imran Tahir,Chennai Super Kings,6,124,20.4,188,6.0,9.1,31.33,20.67
13929,2018,DJ Bravo,Chennai Super Kings,16,321,53.3,533,14.0,9.96,38.07,22.93
13984,2018,MJ McClenaghan,Mumbai Indians,11,240,40.0,332,14.0,8.3,23.71,17.14
13990,2018,Mustafizur Rahman,Mumbai Indians,7,165,27.3,230,7.0,8.36,32.86,23.57
13996,2018,JJ Bumrah,Mumbai Indians,14,324,54.0,372,17.0,6.89,21.88,19.06
14002,2018,HH Pandya,Mumbai Indians,13,256,42.4,381,18.0,8.93,21.17,14.22
14020,2018,M Markande,Mumbai Indians,14,264,44.0,368,15.0,8.36,24.53,17.6
14108,2018,R Ashwin,Kings XI Punjab,14,304,50.4,410,10.0,8.09,41.0,30.4
14114,2018,MM Sharma,Kings XI Punjab,9,178,29.4,322,7.0,10.85,46.0,25.43
14120,2018,Mujeeb Ur Rahman,Kings XI Punjab,11,248,41.2,289,14.0,6.99,20.64,17.71
14126,2018,AR Patel,Kings XI Punjab,8,156,26.0,218,3.0,8.38,72.67,52.0
14139,2018,AJ Tye,Kings XI Punjab,14,336,56.0,448,24.0,8.0,18.67,14.0
14165,2018,MP Stoinis,Kings XI Punjab,6,66,11.0,120,3.0,10.91,40.0,22.0
14232,2018,TA Boult,Delhi Daredevils,14,316,52.4,466,18.0,8.85,25.89,17.56
14238,2018,Mohammed Shami,Delhi Daredevils,4,83,13.5,144,3.0,10.41,48.0,27.67
14244,2018,A Mishra,Delhi Daredevils,10,222,37.0,264,12.0,7.14,22.0,18.5
14250,2018,CH Morris,Delhi Daredevils,4,84,14.0,143,3.0,10.21,47.67,28.0
14274,2018,DT Christian,Delhi Daredevils,4,71,11.5,101,4.0,8.54,25.25,17.75
14286,2018,R Tewatia,Delhi Daredevils,8,132,22.0,173,6.0,7.86,28.83,22.0
14346,2018,R Vinay Kumar,Kolkata Knight Riders,2,23,3.5,65,2.0,16.96,32.5,11.5
14352,2018,PP Chawla,Kolkata Knight Riders,15,294,49.0,412,14.0,8.41,29.43,21.0
14358,2018,Kuldeep Yadav,Kolkata Knight Riders,16,308,51.2,418,17.0,8.14,24.59,18.12
14383,2018,SP Narine,Kolkata Knight Riders,16,366,61.0,467,17.0,7.66,27.47,21.53
14389,2018,MG Johnson,Kolkata Knight Riders,6,126,21.0,216,2.0,10.29,108.0,63.0
14425,2018,AD Russell,Kolkata Knight Riders,15,227,37.5,355,13.0,9.38,27.31,17.46
14431,2018,N Rana,Kolkata Knight Riders,5,37,6.1,44,4.0,7.14,11.0,9.25
14467,2018,YS Chahal,Royal Challengers Bangalore,14,300,50.0,363,12.0,7.26,30.25,25.0
14473,2018,CR Woakes,Royal Challengers Bangalore,5,110,18.2,190,8.0,10.36,23.75,13.75
14479,2018,Washington Sundar,Royal Challengers Bangalore,7,120,20.0,192,4.0,9.6,48.0,30.0
14498,2018,UT Yadav,Royal Challengers Bangalore,14,319,53.1,418,20.0,7.86,20.9,15.95
14505,2018,K Khejroliya,Royal Challengers Bangalore,3,65,10.5,107,2.0,9.88,53.5,32.5
14590,2018,B Kumar,Sunrisers Hyderabad,12,277,46.1,354,9.0,7.67,39.33,30.78
14597,2018,B Stanlake,Sunrisers Hyderabad,4,96,16.0,130,5.0,8.12,26.0,19.2
14609,2018,Shakib Al Hasan,Sunrisers Hyderabad,17,342,57.0,456,14.0,8.0,32.57,24.43
14628,2018,S Kaul,Sunrisers Hyderabad,17,396,66.0,547,21.0,8.29,26.05,18.86
14635,2018,Rashid Khan,Sunrisers Hyderabad,17,408,68.0,458,21.0,6.74,21.81,19.43
14715,2018,DS Kulkarni,Rajasthan Royals,8,119,19.5,188,4.0,9.48,47.0,29.75
14721,2018,JD Unadkat,Rajasthan Royals,15,302,50.2,486,11.0,9.66,44.18,27.45
14741,2018,K Gowtham,Rajasthan Royals,15,240,40.0,312,11.0,7.8,28.36,21.82
14747,2018,B Laughlin,Rajasthan Royals,7,126,21.0,211,9.0,10.05,23.44,14.0
14754,2018,S Gopal,Rajasthan Royals,10,186,31.0,236,11.0,7.61,21.45,16.91
14760,2018,BA Stokes,Rajasthan Royals,12,222,37.0,303,8.0,8.19,37.88,27.75
14792,2018,DJM Short,Rajasthan Royals,2,18,3.0,19,1.0,6.33,19.0,18.0
14858,2018,SN Thakur,Chennai Super Kings,13,280,46.4,431,16.0,9.24,26.94,17.5
14968,2018,TK Curran,Kolkata Knight Riders,5,61,10.1,118,6.0,11.61,19.67,10.17
15067,2018,S Nadeem,Delhi Daredevils,6,90,15.0,161,3.0,10.73,53.67,30.0
15207,2018,Sandeep Sharma,Sunrisers Hyderabad,12,264,44.0,333,12.0,7.57,27.75,22.0
15331,2018,PJ Sangwan,Mumbai Indians,1,12,2.0,19,,9.5,,
15349,2018,BCJ Cutting,Mumbai Indians,7,102,17.0,168,2.0,9.88,84.0,51.0
15355,2018,KH Pandya,Mumbai Indians,13,241,40.1,284,12.0,7.07,23.67,20.08
15733,2018,GJ Maxwell,Delhi Daredevils,10,96,16.0,132,5.0,8.25,26.4,19.2
15820,2018,A Dananjaya,Mumbai Indians,1,24,4.0,47,,11.75,,
16146,2018,Shivam Mavi,Kolkata Knight Riders,9,168,28.0,270,5.0,9.64,54.0,33.6
16259,2018,P Negi,Royal Challengers Bangalore,2,24,4.0,49,1.0,12.25,49.0,24.0
16549,2018,BB Sran,Kings XI Punjab,6,132,22.0,229,5.0,10.41,45.8,26.4
16593,2018,Yuvraj Singh,Kings XI Punjab,2,12,2.0,23,,11.5,,
16745,2018,V Shankar,Delhi Daredevils,4,30,5.0,58,1.0,11.6,58.0,30.0
16916,2018,Mohammed Siraj,Royal Challengers Bangalore,11,246,41.0,367,12.0,8.95,30.58,20.5
16947,2018,CJ Anderson,Royal Challengers Bangalore,3,52,8.4,115,3.0,13.27,38.33,17.33
17387,2018,CJ Jordan,Sunrisers Hyderabad,1,24,4.0,31,,7.75,,
17417,2018,DJ Hooda,Sunrisers Hyderabad,2,18,3.0,24,,8.0,,
17634,2018,STR Binny,Rajasthan Royals,1,12,2.0,33,,16.5,,
17864,2018,KV Sharma,Chennai Super Kings,5,57,9.3,89,4.0,9.37,22.25,14.25
17879,2018,AS Rajpoot,Kings XI Punjab,8,157,26.1,223,11.0,8.52,20.27,14.27
18248,2018,HV Patel,Delhi Daredevils,5,105,17.3,167,7.0,9.54,23.86,15.0
18574,2018,JC Archer,Rajasthan Royals,10,233,38.5,325,15.0,8.37,21.67,15.53
18810,2018,Avesh Khan,Delhi Daredevils,6,114,19.0,204,4.0,10.74,51.0,28.5
18828,2018,LE Plunkett,Delhi Daredevils,7,150,25.0,225,4.0,9.0,56.25,37.5
19178,2018,Mohammad Nabi,Sunrisers Hyderabad,2,30,5.0,47,1.0,9.4,47.0,30.0
19256,2018,Basil Thampi,Sunrisers Hyderabad,4,61,10.1,114,5.0,11.21,22.8,12.2
19579,2018,MK Tiwary,Kings XI Punjab,1,6,1.0,10,,10.0,,
20304,2018,IS Sodhi,Rajasthan Royals,6,138,23.0,135,5.0,5.87,27.0,27.6
20328,2018,MK Lomror,Rajasthan Royals,2,18,3.0,27,,9.0,,
20448,2018,YK Pathan,Sunrisers Hyderabad,1,12,2.0,14,1.0,7.0,14.0,12.0
20632,2018,TG Southee,Royal Challengers Bangalore,8,174,29.0,261,5.0,9.0,52.2,34.8
20677,2018,M Ashwin,Royal Challengers Bangalore,2,42,7.0,53,3.0,7.57,17.67,14.0
20878,2018,L Ngidi,Chennai Super Kings,7,156,26.0,156,11.0,6.0,14.18,14.18
20884,2018,KM Asif,Chennai Super Kings,2,36,6.0,75,3.0,12.5,25.0,12.0
21004,2018,JP Duminy,Mumbai Indians,2,18,3.0,36,,12.0,,
21200,2018,C de Grandhomme,Royal Challengers Bangalore,7,90,15.0,129,2.0,8.6,64.5,45.0
21918,2018,DJ Willey,Chennai Super Kings,3,60,10.0,95,2.0,9.5,47.5,30.0
22403,2018,M Prasidh Krishna,Kolkata Knight Riders,7,168,28.0,260,10.0,9.29,26.0,16.8
22814,2018,Anureet Singh,Rajasthan Royals,3,24,4.0,42,1.0,10.5,42.0,24.0
22879,2018,MM Ali,Royal Challengers Bangalore,5,79,13.1,97,3.0,7.37,32.33,26.33
23847,2018,Ankit Sharma,Rajasthan Royals,1,6,1.0,11,,11.0,,
24230,2018,JPR Scantlebury-Searles,Kolkata Knight Riders,3,42,7.0,89,2.0,12.71,44.5,21.0
24470,2018,S Lamichhane,Delhi Daredevils,3,72,12.0,82,5.0,6.83,16.4,14.4
24488,2018,CJ Dala,Delhi Daredevils,1,18,3.0,34,,11.33,,
26596,2018,CR Brathwaite,Sunrisers Hyderabad,4,61,10.1,94,5.0,9.25,18.8,12.2
27792,2018,KK Ahmed,Sunrisers Hyderabad,1,18,3.0,38,,12.67,,
28148,2019,DL Chahar,Chennai Super Kings,17,387,64.3,482,22.0,7.47,21.91,17.59
28154,2019,Harbhajan Singh,Chennai Super Kings,11,264,44.0,312,16.0,7.09,19.5,16.5
28197,2019,SK Raina,Chennai Super Kings,1,6,1.0,6,,6.0,,
28203,2019,Imran Tahir,Chennai Super Kings,17,386,64.2,431,26.0,6.7,16.58,14.85
28209,2019,RA Jadeja,Chennai Super Kings,16,324,54.0,343,15.0,6.35,22.87,21.6
28251,2019,DJ Bravo,Chennai Super Kings,12,247,41.1,330,11.0,8.02,30.0,22.45
28252,2019,YS Chahal,Royal Challengers Bangalore,14,296,49.2,386,18.0,7.82,21.44,16.44
28258,2019,Navdeep Saini,Royal Challengers Bangalore,13,288,48.0,397,11.0,8.27,36.09,26.18
28270,2019,MM Ali,Royal Challengers Bangalore,9,150,25.0,169,6.0,6.76,28.17,25.0
28301,2019,UT Yadav,Royal Challengers Bangalore,11,227,37.5,371,8.0,9.81,46.38,28.38
28338,2019,Mohammed Siraj,Royal Challengers Bangalore,9,170,28.2,269,7.0,9.49,38.43,24.29
28357,2019,S Dube,Royal Challengers Bangalore,2,10,1.4,8,,4.8,,
28362,2019,M Prasidh Krishna,Kolkata Knight Riders,11,242,40.2,387,5.0,9.6,77.4,48.4
28371,2019,PP Chawla,Kolkata Knight Riders,13,267,44.3,399,10.0,8.97,39.9,26.7
28389,2019,LH Ferguson,Kolkata Knight Riders,5,102,17.0,183,2.0,10.76,91.5,51.0
28395,2019,SP Narine,Kolkata Knight Riders,12,267,44.3,347,10.0,7.8,34.7,26.7
28401,2019,Kuldeep Yadav,Kolkata Knight Riders,9,198,33.0,286,4.0,8.67,71.5,49.5
28413,2019,AD Russell,Kolkata Knight Riders,12,181,30.1,287,11.0,9.51,26.09,16.45
28425,2019,N Rana,Kolkata Knight Riders,6,48,8.0,72,3.0,9.0,24.0,16.0
28485,2019,B Kumar,Sunrisers Hyderabad,15,354,59.0,461,13.0,7.81,35.46,27.23
28491,2019,Shakib Al Hasan,Sunrisers Hyderabad,3,65,10.5,95,2.0,8.77,47.5,32.5
28503,2019,Sandeep Sharma,Sunrisers Hyderabad,11,256,42.4,352,12.0,8.25,29.33,21.33
28509,2019,S Kaul,Sunrisers Hyderabad,7,162,27.0,242,6.0,8.96,40.33,27.0
28527,2019,Rashid Khan,Sunrisers Hyderabad,15,363,60.3,386,17.0,6.38,22.71,21.35
28606,2019,Rasikh Salam,Mumbai Indians,1,24,4.0,42,,10.5,,
28613,2019,MJ McClenaghan,Mumbai Indians,5,108,18.0,142,3.0,7.89,47.33,36.0
28632,2019,JJ Bumrah,Mumbai Indians,16,374,62.2,417,20.0,6.69,20.85,18.7
28638,2019,HH Pandya,Mumbai Indians,16,255,42.3,390,14.0,9.18,27.86,18.21
28656,2019,KH Pandya,Mumbai Indians,16,276,46.0,335,12.0,7.28,27.92,23.0
28680,2019,BCJ Cutting,Mumbai Indians,1,12,2.0,27,1.0,13.5,27.0,12.0
28730,2019,TA Boult,Delhi Capitals,5,114,19.0,163,5.0,8.58,32.6,22.8
28736,2019,I Sharma,Delhi Capitals,13,276,46.0,349,13.0,7.59,26.85,21.23
28754,2019,K Rabada,Delhi Capitals,12,282,47.0,375,26.0,7.98,14.42,10.85
28772,2019,R Tewatia,Delhi Capitals,3,38,6.2,42,2.0,6.63,21.0,19.0
28778,2019,KMA Paul,Delhi Capitals,8,163,27.1,237,9.0,8.72,26.33,18.11
28785,2019,AR Patel,Delhi Capitals,14,306,51.0,364,10.0,7.14,36.4,30.6
28852,2019,DS Kulkarni,Rajasthan Royals,10,210,35.0,335,6.0,9.57,55.83,35.0
28859,2019,K Gowtham,Rajasthan Royals,7,120,20.0,166,1.0,8.3,166.0,120.0
28872,2019,JC Archer,Rajasthan Royals,11,258,43.0,291,11.0,6.77,26.45,23.45
28878,2019,BA Stokes,Rajasthan Royals,6,102,17.0,189,6.0,11.12,31.5,17.0
28897,2019,JD Unadkat,Rajasthan Royals,11,224,37.2,398,10.0,10.66,39.8,22.4
28954,2019,S Gopal,Rajasthan Royals,14,288,48.0,347,20.0,7.23,17.35,14.4
28980,2019,SM Curran,Kings XI Punjab,9,198,33.0,323,10.0,9.79,32.3,19.8
28986,2019,Mujeeb Ur Rahman,Kings XI Punjab,5,114,19.0,191,3.0,10.05,63.67,38.0
28992,2019,Mohammed Shami,Kings XI Punjab,14,324,54.0,469,19.0,8.69,24.68,17.05
29016,2019,R Ashwin,Kings XI Punjab,14,330,55.0,400,15.0,7.27,26.67,22.0
29022,2019,AS Rajpoot,Kings XI Punjab,4,96,16.0,152,3.0,9.5,50.67,32.0
29111,2019,SN Thakur,Chennai Super Kings,9,180,30.0,281,8.0,9.37,35.12,22.5
29265,2019,A Mishra,Delhi Capitals,11,240,40.0,270,11.0,6.75,24.55,21.82
29356,2019,CV Varun,Kings XI Punjab,1,18,3.0,35,1.0,11.67,35.0,18.0
29368,2019,GC Viljoen,Kings XI Punjab,6,138,23.0,222,7.0,9.65,31.71,19.71
29375,2019,AJ Tye,Kings XI Punjab,6,132,22.0,233,3.0,10.59,77.67,44.0
29424,2019,Mandeep Singh,Kings XI Punjab,2,12,2.0,26,,13.0,,
29641,2019,C de Grandhomme,Royal Challengers Bangalore,3,30,5.0,55,,11.0,,
29730,2019,SL Malinga,Mumbai Indians,12,269,44.5,438,16.0,9.77,27.38,16.81
29760,2019,M Markande,Mumbai Indians,3,36,6.0,59,1.0,9.83,59.0,36.0
29884,2019,S Nadeem,Sunrisers Hyderabad,3,54,9.0,90,2.0,10.0,45.0,27.0
29916,2019,V Shankar,Sunrisers Hyderabad,5,48,8.0,70,1.0,8.75,70.0,48.0
30126,2019,M Ashwin,Kings XI Punjab,10,204,34.0,255,5.0,7.5,51.0,40.8
30340,2019,S Lamichhane,Delhi Capitals,6,138,23.0,210,8.0,9.13,26.25,17.25
30346,2019,CH Morris,Delhi Capitals,9,198,33.0,306,13.0,9.27,23.54,15.23
30364,2019,HV Patel,Delhi Capitals,2,48,8.0,77,2.0,9.62,38.5,24.0
30628,2019,P Ray Barman,Royal Challengers Bangalore,1,24,4.0,56,,14.0,,
30719,2019,Mohammad Nabi,Sunrisers Hyderabad,8,175,29.1,194,8.0,6.65,24.25,21.88
30994,2019,MJ Santner,Chennai Super Kings,4,84,14.0,94,4.0,6.71,23.5,21.0
31099,2019,Avesh Khan,Delhi Capitals,1,18,3.0,30,,10.0,,
31149,2019,GH Vihari,Delhi Capitals,1,6,1.0,9,,9.0,,
31375,2019,VR Aaron,Rajasthan Royals,5,72,12.0,116,4.0,9.67,29.0,18.0
31399,2019,STR Binny,Rajasthan Royals,5,42,7.0,44,1.0,6.29,44.0,42.0
31503,2019,MP Stoinis,Royal Challengers Bangalore,6,100,16.4,145,2.0,8.7,72.5,50.0
31609,2019,MM Sharma,Chennai Super Kings,1,18,3.0,27,1.0,9.0,27.0,18.0
31703,2019,JP Behrendorff,Mumbai Indians,5,114,19.0,165,5.0,8.68,33.0,22.8
31748,2019,RD Chahar,Mumbai Indians,13,282,47.0,308,13.0,6.55,23.69,21.69
32190,2019,TG Southee,Royal Challengers Bangalore,3,54,9.0,118,1.0,13.11,118.0,54.0
32247,2019,P Negi,Royal Challengers Bangalore,4,67,11.1,102,3.0,9.13,34.0,22.33
32468,2019,SC Kuggeleijn,Chennai Super Kings,2,48,8.0,71,2.0,8.88,35.5,24.0
32597,2019,YK Pathan,Sunrisers Hyderabad,1,6,1.0,8,,8.0,,
32710,2019,AS Joseph,Mumbai Indians,3,52,8.4,87,6.0,10.04,14.5,8.67
33092,2019,HF Gurney,Kolkata Knight Riders,8,162,27.0,238,7.0,8.81,34.0,23.14
33206,2019,S Midhun,Rajasthan Royals,1,12,2.0,27,,13.5,,
34132,2019,R Parag,Rajasthan Royals,7,84,14.0,121,2.0,8.64,60.5,42.0
34398,2019,CR Brathwaite,Kolkata Knight Riders,2,18,3.0,29,,9.67,,
34501,2019,LS Livingstone,Rajasthan Royals,1,6,1.0,13,,13.0,,
