Sr.No.,Player Name,Winning Bid,Team,Season,Base price,Play type,,,Type,NATIONALITY
5,Ashok Dinda,15000000,RCB,2014,,Bowler,,,,
6,Parthiv Patel,14000000,RCB,2014,,Wicket Keeper,,,,
7,Muttiah Muralitharan,10000000,RCB,2014,,Bowler,,,,
8,Ravi Rampaul,9000000,RCB,2014,,Bowler,,,,
9,Nic Maddinson,5000000,RCB,2014,,Batsman,,,,
10,Harshal Patel,4000000,RCB,2014,,Bowler,,,,
11,Vijay Zol,3000000,RCB,2014,,Batsman,,,,
12,Abu Nechim Ahmed,3000000,RCB,2014,,Bowler,,,,
13,Sachin Rana,2000000,RCB,2014,,Bowler,,,,
14,Shadab Jakati,2000000,RCB,2014,,Bowler,,,,
15,Sandeep Warrier,1000000,RCB,2014,,Bowler,,,,
16,Tanmay Mishra,1000000,RCB,2014,,Batsman,,,,
17,Yogesh Takawale,1000000,RCB,2014,,Wicket Keeper,,,,
18,Yuzvendra Singh Chahal,1000000,RCB,2014,,Bowler,,,,
1,David Warner,55000000,SRH,2014,,Batsman,,,,
2,Amit Mishra,47500000,SRH,2014,,Bowler,,,,
3,Bhuvneshwar Kumar,42500000,SRH,2014,,Bowler,,,,
4,Aaron Finch,40000000,SRH,2014,,Batsman,,,,
5,Karn Sharma,37500000,SRH,2014,,Bowler,,,,
6,Darren Sammy,35000000,SRH,2014,,All-Rounder,,,,
7,Ishant Sharma,26000000,SRH,2014,,Bowler,,,,
8,Irfan Pathan,24000000,SRH,2014,,All-Rounder,,,,
9,Moises Henriques,10000000,SRH,2014,,All-Rounder,,,,
10,KL Rahul,10000000,SRH,2014,,Batsman,,,,
11,Parveez Rasool,9500000,SRH,2014,,All-Rounder,,,,
12,Jason Holder,7500000,SRH,2014,,Bowler,,,,
13,Venugopal Rao,5500000,SRH,2014,,Batsman,,,,
14,Naman Ojha,5000000,SRH,2014,,Wicket Keeper,,,,
15,Brendan Taylor,3000000,SRH,2014,,Wicket Keeper,,,,
16,Prasanth Parameswaran,3000000,SRH,2014,,Bowler,,,,
17,Amit Paunikar,2000000,SRH,2014,,Wicket Keeper,,,,
18,Ashish Reddy,2000000,SRH,2014,,Bowler,,,,
19,Srikkanth Anirudha,2000000,SRH,2014,,Batsman,,,,
20,Ricky Bhui,1000000,SRH,2014,,Batsman,,,,
21,Chama Milind,1000000,SRH,2014,,Bowler,,,,
22,Manprit Juneja,1000000,SRH,2014,,Batsman,,,,
