index,season,player,team,innings,runs,balls,strike_rate,dismissals,average
141715,2007/08,Mohammad Hafeez,Kolkata Knight Riders,8,64,83,77.11,7.0,9.14
141731,2007/08,R Dravid,Royal Challengers Bangalore,14,371,299,124.08,13.0,28.54
141732,2007/08,W Jaffer,Royal Challengers Bangalore,6,115,104,110.58,6.0,19.17
141739,2007/08,V Kohli,Royal Challengers Bangalore,12,165,157,105.1,11.0,15.0
141746,2007/08,JH Kallis,Royal Challengers Bangalore,11,199,183,108.74,11.0,18.09
141762,2007/08,CL White,Royal Challengers Bangalore,8,114,101,112.87,7.0,16.29
141765,2007/08,MV Boucher,Royal Challengers Bangalore,10,225,177,127.12,7.0,32.14
141783,2007/08,B Akhil,Royal Challengers Bangalore,7,46,31,148.39,3.0,15.33
141785,2007/08,AA Noffke,Royal Challengers Bangalore,1,9,10,90.0,1.0,9.0
141792,2007/08,P Kumar,Royal Challengers Bangalore,12,112,99,113.13,10.0,11.2
141805,2007/08,Z Khan,Royal Challengers Bangalore,7,34,43,79.07,4.0,8.5
141818,2007/08,SB Joshi,Royal Challengers Bangalore,2,6,14,42.86,2.0,3.0
141832,2007/08,PA Patel,Chennai Super Kings,13,302,297,101.68,11.0,27.45
141835,2007/08,ML Hayden,Chennai Super Kings,4,189,129,146.51,3.0,63.0
141850,2007/08,MEK Hussey,Chennai Super Kings,3,168,100,168.0,2.0,84.0
141872,2007/08,MS Dhoni,Chennai Super Kings,14,414,310,133.55,10.0,41.4
141877,2007/08,SK Raina,Chennai Super Kings,14,421,295,142.71,11.0,38.27
141909,2007/08,JDP Oram,Chennai Super Kings,2,18,12,150.0,1.0,18.0
141929,2007/08,S Badrinath,Chennai Super Kings,11,192,130,147.69,6.0,32.0
141956,2007/08,K Goel,Kings XI Punjab,6,76,78,97.44,6.0,12.67
141960,2007/08,JR Hopes,Kings XI Punjab,11,221,148,149.32,11.0,20.09
141994,2007/08,KC Sangakkara,Kings XI Punjab,9,320,199,160.8,9.0,35.56
142022,2007/08,Yuvraj Singh,Kings XI Punjab,14,299,184,162.5,13.0,23.0
142048,2007/08,SM Katich,Kings XI Punjab,2,96,69,139.13,1.0,96.0
142067,2007/08,IK Pathan,Kings XI Punjab,10,131,118,111.02,6.0,21.83
142080,2007/08,T Kohli,Rajasthan Royals,2,10,15,66.67,2.0,5.0
142087,2007/08,YK Pathan,Rajasthan Royals,15,435,243,179.01,14.0,31.07
142096,2007/08,SR Watson,Rajasthan Royals,15,472,308,153.25,10.0,47.2
142105,2007/08,M Kaif,Rajasthan Royals,14,176,170,103.53,11.0,16.0
142124,2007/08,DS Lehmann,Rajasthan Royals,2,18,18,100.0,2.0,9.0
142127,2007/08,RA Jadeja,Rajasthan Royals,9,135,102,132.35,7.0,19.29
142144,2007/08,M Rawat,Rajasthan Royals,7,34,39,87.18,4.0,8.5
142154,2007/08,D Salunkhe,Rajasthan Royals,3,33,24,137.5,2.0,16.5
142168,2007/08,SK Warne,Rajasthan Royals,7,70,59,118.64,5.0,14.0
142185,2007/08,SK Trivedi,Rajasthan Royals,3,5,12,41.67,1.0,5.0
142202,2007/08,G Gambhir,Delhi Daredevils,14,534,381,140.16,13.0,41.08
142208,2007/08,V Sehwag,Delhi Daredevils,14,406,218,186.24,12.0,33.83
142212,2007/08,S Dhawan,Delhi Daredevils,14,340,297,114.48,9.0,37.78
142299,2007/08,L Ronchi,Mumbai Indians,4,34,32,106.25,4.0,8.5
142305,2007/08,ST Jayasuriya,Mumbai Indians,14,514,308,166.88,12.0,42.83
142310,2007/08,DJ Thornely,Mumbai Indians,4,39,53,73.58,3.0,13.0
142322,2007/08,RV Uthappa,Mumbai Indians,14,320,281,113.88,9.0,35.56
142336,2007/08,PR Shah,Mumbai Indians,4,34,35,97.14,4.0,8.5
142383,2007/08,AM Nayar,Mumbai Indians,10,206,138,149.28,8.0,25.75
142403,2007/08,SM Pollock,Mumbai Indians,8,147,111,132.43,8.0,18.38
142416,2007/08,Harbhajan Singh,Mumbai Indians,3,30,17,176.47,2.0,15.0
142422,2007/08,S Chanderpaul,Royal Challengers Bangalore,3,25,31,80.65,3.0,8.33
142453,2007/08,LRPL Taylor,Royal Challengers Bangalore,4,149,81,183.95,4.0,37.25
142545,2007/08,AC Gilchrist,Deccan Chargers,14,436,315,138.41,13.0,33.54
142546,2007/08,Y Venugopal Rao,Deccan Chargers,10,288,208,138.46,8.0,36.0
142568,2007/08,VVS Laxman,Deccan Chargers,6,155,132,117.42,5.0,31.0
142576,2007/08,A Symonds,Deccan Chargers,3,161,104,154.81,2.0,80.5
142598,2007/08,RG Sharma,Deccan Chargers,12,404,271,149.08,11.0,36.73
142601,2007/08,SB Styris,Deccan Chargers,8,112,122,91.8,6.0,18.67
142619,2007/08,AS Yadav,Deccan Chargers,6,49,39,125.64,5.0,9.8
142637,2007/08,SB Bangar,Deccan Chargers,6,47,49,95.92,6.0,7.83
142658,2007/08,WPUJC Vaas,Deccan Chargers,4,21,17,123.53,3.0,7.0
142659,2007/08,RP Singh,Deccan Chargers,9,27,24,112.5,4.0,6.75
142663,2007/08,WP Saha,Kolkata Knight Riders,10,159,119,133.61,5.0,31.8
142771,2007/08,LR Shukla,Kolkata Knight Riders,12,163,122,133.61,8.0,20.38
142824,2007/08,DPMD Jayawardene,Kings XI Punjab,12,179,131,136.64,7.0,25.57
142887,2007/08,S Sohal,Kings XI Punjab,2,4,8,50.0,2.0,2.0
142890,2007/08,B Lee,Kings XI Punjab,3,17,13,130.77,1.0,17.0
142892,2007/08,PP Chawla,Kings XI Punjab,7,90,59,152.54,4.0,22.5
142902,2007/08,WA Mota,Kings XI Punjab,2,26,27,96.3,1.0,26.0
142918,2007/08,Kamran Akmal,Rajasthan Royals,6,128,77,166.23,5.0,25.6
143083,2007/08,Shahid Afridi,Deccan Chargers,9,81,46,176.09,8.0,10.12
143419,2007/08,DJ Bravo,Mumbai Indians,7,178,132,134.85,6.0,29.67
143451,2007/08,MA Khote,Mumbai Indians,3,24,22,109.09,2.0,12.0
143482,2007/08,A Nehra,Mumbai Indians,3,3,13,23.08,1.0,3.0
143616,2007/08,GC Smith,Rajasthan Royals,11,441,363,121.49,9.0,49.0
143728,2007/08,Pankaj Singh,Rajasthan Royals,2,5,8,62.5,0.0,5.0
143802,2007/08,RR Sarwan,Kings XI Punjab,4,73,75,97.33,4.0,18.25
143853,2007/08,S Sreesanth,Kings XI Punjab,2,0,3,0.0,1.0,0.0
143854,2007/08,VRV Singh,Kings XI Punjab,2,4,3,133.33,2.0,2.0
143914,2007/08,SS Tiwary,Mumbai Indians,2,26,20,130.0,2.0,13.0
143954,2007/08,DS Kulkarni,Mumbai Indians,1,2,16,12.5,0.0,2.0
144104,2007/08,R Vinay Kumar,Royal Challengers Bangalore,4,25,22,113.64,3.0,8.33
144304,2007/08,AB Agarkar,Kolkata Knight Riders,6,54,45,120.0,5.0,10.8
144323,2007/08,M Kartik,Kolkata Knight Riders,3,30,27,111.11,3.0,10.0
144329,2007/08,I Sharma,Kolkata Knight Riders,5,11,11,100.0,1.0,11.0
144461,2007/08,AM Rahane,Mumbai Indians,2,4,17,23.53,2.0,2.0
144664,2007/08,Shoaib Malik,Delhi Daredevils,5,52,48,108.33,4.0,13.0
144686,2007/08,MK Tiwary,Delhi Daredevils,7,104,85,122.35,4.0,26.0
144694,2007/08,KD Karthik,Delhi Daredevils,8,145,108,134.26,6.0,24.17
144727,2007/08,R Bhatia,Delhi Daredevils,3,34,28,121.43,2.0,17.0
144752,2007/08,MF Maharoof,Delhi Daredevils,8,125,79,158.23,6.0,20.83
144761,2007/08,VY Mahesh,Delhi Daredevils,5,15,27,55.56,2.0,7.5
144862,2007/08,TM Srivastava,Kings XI Punjab,2,8,10,80.0,1.0,8.0
145019,2007/08,B Chipli,Royal Challengers Bangalore,3,20,28,71.43,3.0,6.67
145140,2007/08,DW Steyn,Royal Challengers Bangalore,2,2,5,40.0,1.0,2.0
145148,2007/08,DB Das,Kolkata Knight Riders,6,103,94,109.57,6.0,17.17
145286,2007/08,MK Pandey,Mumbai Indians,2,3,9,33.33,2.0,1.5
145649,2007/08,HH Gibbs,Deccan Chargers,9,167,153,109.15,9.0,18.56
145717,2007/08,DNT Zoysa,Deccan Chargers,2,11,9,122.22,1.0,11.0
145728,2007/08,D Kalyankrishna,Deccan Chargers,1,3,8,37.5,1.0,3.0
145751,2007/08,SE Marsh,Kings XI Punjab,11,616,441,139.68,9.0,68.44
145871,2007/08,SA Asnodkar,Rajasthan Royals,9,311,231,134.63,9.0,34.56
145990,2007/08,Sohail Tanvir,Rajasthan Royals,5,36,30,120.0,3.0,12.0
145995,2007/08,Salman Butt,Kolkata Knight Riders,7,193,162,119.14,7.0,27.57
146028,2007/08,BJ Hodge,Kolkata Knight Riders,3,12,17,70.59,3.0,4.0
146108,2007/08,Umar Gul,Kolkata Knight Riders,4,39,19,205.26,3.0,13.0
146113,2007/08,AB Dinda,Kolkata Knight Riders,2,2,4,50.0,1.0,2.0
146118,2007/08,SP Fleming,Chennai Super Kings,10,196,162,120.99,9.0,21.78
146140,2007/08,S Vidyut,Chennai Super Kings,8,145,110,131.82,8.0,18.12
146211,2007/08,JA Morkel,Chennai Super Kings,10,241,162,148.77,7.0,34.43
146314,2007/08,AB de Villiers,Delhi Daredevils,6,95,98,96.94,5.0,19.0
146442,2007/08,LPC Silva,Deccan Chargers,3,40,26,153.85,2.0,20.0
146456,2007/08,DB Ravi Teja,Deccan Chargers,6,109,83,131.33,6.0,18.17
146505,2007/08,Misbah-ul-Haq,Royal Challengers Bangalore,8,117,81,144.44,7.0,16.71
146848,2007/08,YV Takawale,Mumbai Indians,4,70,65,107.69,2.0,35.0
146966,2007/08,RR Raje,Mumbai Indians,3,8,9,88.89,0.0,8.0
147070,2007/08,PJ Sangwan,Delhi Daredevils,2,2,5,40.0,2.0,1.0
147081,2007/08,Mohammad Asif,Delhi Daredevils,2,3,6,50.0,2.0,1.5
147084,2007/08,GD McGrath,Delhi Daredevils,2,4,5,80.0,1.0,4.0
147175,2007/08,Joginder Sharma,Chennai Super Kings,2,16,11,145.45,2.0,8.0
147176,2007/08,MS Gony,Chennai Super Kings,5,35,22,159.09,1.0,35.0
147184,2007/08,M Muralitharan,Chennai Super Kings,1,0,3,0.0,1.0,0.0
147187,2007/08,M Ntini,Chennai Super Kings,2,11,18,61.11,1.0,11.0
147395,2007/08,DT Patil,Royal Challengers Bangalore,2,13,13,100.0,2.0,6.5
147404,2007/08,A Kumble,Royal Challengers Bangalore,4,13,17,76.47,2.0,6.5
147539,2007/08,S Anirudha,Chennai Super Kings,1,1,7,14.29,1.0,1.0
147869,2007/08,MM Patel,Rajasthan Royals,1,0,1,0.0,0.0,0.0
148189,2007/08,CK Kapugedera,Chennai Super Kings,3,16,22,72.73,3.0,5.33
148222,2007/08,A Chopra,Kolkata Knight Riders,5,42,52,80.77,5.0,8.4
148270,2007/08,T Taibu,Kolkata Knight Riders,3,31,26,119.23,3.0,10.33
148320,2007/08,J Arunkumar,Royal Challengers Bangalore,3,23,23,100.0,3.0,7.67
148538,2007/08,PP Ojha,Deccan Chargers,3,2,4,50.0,2.0,1.0
148643,2007/08,SP Goswami,Royal Challengers Bangalore,3,82,85,96.47,3.0,27.33
148760,2007/08,SR Tendulkar,Mumbai Indians,7,188,180,104.44,6.0,31.33
149111,2007/08,U Kaul,Kings XI Punjab,1,0,1,0.0,0.0,0.0
149449,2007/08,TM Dilshan,Delhi Daredevils,7,104,78,133.33,6.0,17.33
149452,2007/08,A Mishra,Delhi Daredevils,3,37,42,88.1,3.0,12.33
149566,2007/08,AD Mascarenhas,Rajasthan Royals,1,9,8,112.5,1.0,9.0
149603,2007/08,NK Patel,Rajasthan Royals,4,103,81,127.16,2.0,51.5
149773,2007/08,LA Pomersbach,Kings XI Punjab,5,152,99,153.54,1.0,152.0
149954,2007/08,Iqbal Abdulla,Kolkata Knight Riders,1,1,2,50.0,0.0,1.0
150422,2007/08,Younis Khan,Rajasthan Royals,1,3,7,42.86,1.0,3.0
150778,2007/08,PM Sarvesh Kumar,Deccan Chargers,1,1,2,50.0,0.0,1.0
150780,2007/08,DP Vijaykumar,Deccan Chargers,1,1,1,100.0,0.0,1.0
150862,2007/08,Shoaib Akhtar,Kolkata Knight Riders,1,2,7,28.57,1.0,2.0
151284,2007/08,Abdur Razzak,Royal Challengers Bangalore,1,0,2,0.0,0.0,0.0
151529,2007/08,H Das,Deccan Chargers,1,2,5,40.0,1.0,2.0
152323,2007/08,DR Smith,Mumbai Indians,3,45,40,112.5,3.0,15.0
152415,2007/08,SD Chitnis,Mumbai Indians,2,18,9,200.0,2.0,9.0
152425,2007/08,CRD Fernando,Mumbai Indians,1,2,1,200.0,0.0,2.0
152426,2007/08,VS Yeligati,Mumbai Indians,1,2,2,100.0,1.0,2.0
152660,2007/08,L Balaji,Chennai Super Kings,1,0,4,0.0,1.0,0.0
153412,2007/08,A Mukund,Chennai Super Kings,1,0,1,0.0,1.0,0.0
154714,2007/08,RR Powar,Kings XI Punjab,1,28,21,133.33,0.0,28.0
155096,2009,ST Jayasuriya,Mumbai Indians,12,221,192,115.1,12.0,18.42
155097,2009,SR Tendulkar,Mumbai Indians,13,364,301,120.93,11.0,33.09
155131,2009,S Dhawan,Mumbai Indians,4,40,45,88.89,4.0,10.0
155168,2009,JP Duminy,Mumbai Indians,12,372,326,114.11,9.0,41.33
155178,2009,DJ Bravo,Mumbai Indians,10,218,202,107.92,8.0,27.25
155185,2009,AM Nayar,Mumbai Indians,11,193,153,126.14,9.0,21.44
155209,2009,Harbhajan Singh,Mumbai Indians,10,84,53,158.49,8.0,10.5
155211,2009,Z Khan,Mumbai Indians,3,8,11,72.73,1.0,8.0
155217,2009,PA Patel,Chennai Super Kings,9,142,126,112.7,9.0,15.78
155219,2009,SK Raina,Chennai Super Kings,14,434,307,141.37,14.0,31.0
155223,2009,ML Hayden,Chennai Super Kings,12,572,397,144.08,11.0,52.0
155235,2009,A Flintoff,Chennai Super Kings,3,62,53,116.98,2.0,31.0
155279,2009,MS Dhoni,Chennai Super Kings,13,332,261,127.2,8.0,41.5
155295,2009,JDP Oram,Chennai Super Kings,8,88,92,95.65,6.0,14.67
155308,2009,S Badrinath,Chennai Super Kings,11,177,164,107.93,9.0,19.67
155312,2009,Joginder Sharma,Chennai Super Kings,2,20,18,111.11,1.0,20.0
155337,2009,T Thushara,Chennai Super Kings,2,2,7,28.57,1.0,2.0
155340,2009,JD Ryder,Royal Challengers Bangalore,5,56,48,116.67,5.0,11.2
155342,2009,LRPL Taylor,Royal Challengers Bangalore,11,280,206,135.92,9.0,31.11
155343,2009,KP Pietersen,Royal Challengers Bangalore,6,93,86,108.14,6.0,15.5
155346,2009,RV Uthappa,Royal Challengers Bangalore,13,175,170,102.94,11.0,15.91
155369,2009,R Dravid,Royal Challengers Bangalore,12,271,234,115.81,12.0,22.58
155393,2009,V Kohli,Royal Challengers Bangalore,13,246,219,112.33,11.0,22.36
155411,2009,B Akhil,Royal Challengers Bangalore,3,17,15,113.33,2.0,8.5
155435,2009,P Kumar,Royal Challengers Bangalore,8,65,46,141.3,5.0,13.0
155460,2009,R Vinay Kumar,Royal Challengers Bangalore,7,47,44,106.82,5.0,9.4
155462,2009,GC Smith,Rajasthan Royals,12,212,213,99.53,11.0,19.27
155465,2009,SA Asnodkar,Rajasthan Royals,8,98,93,105.38,8.0,12.25
155469,2009,NK Patel,Rajasthan Royals,2,18,38,47.37,2.0,9.0
155489,2009,T Henderson,Rajasthan Royals,2,11,15,73.33,2.0,5.5
155506,2009,YK Pathan,Rajasthan Royals,13,261,187,139.57,12.0,21.75
155520,2009,AD Mascarenhas,Rajasthan Royals,4,39,39,100.0,4.0,9.75
155521,2009,RA Jadeja,Rajasthan Royals,13,295,265,111.32,11.0,26.82
155538,2009,SK Warne,Rajasthan Royals,10,108,116,93.1,8.0,13.5
155542,2009,M Rawat,Rajasthan Royals,3,16,19,84.21,0.0,16.0
155551,2009,MM Patel,Rajasthan Royals,5,33,26,126.92,3.0,11.0
155556,2009,Kamran Khan,Rajasthan Royals,1,3,5,60.0,1.0,3.0
155561,2009,RS Bopara,Kings XI Punjab,5,138,119,115.97,5.0,27.6
155563,2009,K Goel,Kings XI Punjab,8,124,134,92.54,8.0,15.5
155601,2009,KC Sangakkara,Kings XI Punjab,13,332,323,102.79,11.0,30.18
155608,2009,Yuvraj Singh,Kings XI Punjab,14,340,295,115.25,12.0,28.33
155617,2009,DPMD Jayawardene,Kings XI Punjab,10,219,167,131.14,6.0,36.5
155630,2009,IK Pathan,Kings XI Punjab,12,196,158,124.05,10.0,19.6
155637,2009,G Gambhir,Delhi Daredevils,15,286,279,102.51,13.0,22.0
155644,2009,V Sehwag,Delhi Daredevils,11,198,135,146.67,10.0,19.8
155669,2009,BB McCullum,Kolkata Knight Riders,13,286,237,120.68,12.0,23.83
155671,2009,CH Gayle,Kolkata Knight Riders,7,184,143,128.67,7.0,26.29
155676,2009,SC Ganguly,Kolkata Knight Riders,11,189,205,92.2,11.0,17.18
155693,2009,BJ Hodge,Kolkata Knight Riders,12,365,310,117.74,9.0,40.56
155701,2009,A Chopra,Kolkata Knight Riders,1,11,19,57.89,1.0,11.0
155734,2009,LR Shukla,Kolkata Knight Riders,6,83,85,97.65,5.0,16.6
155744,2009,MC Henriques,Kolkata Knight Riders,3,38,40,95.0,2.0,19.0
155763,2009,AB Agarkar,Kolkata Knight Riders,5,66,57,115.79,2.0,33.0
155765,2009,M Kartik,Kolkata Knight Riders,2,21,20,105.0,0.0,21.0
155770,2009,I Sharma,Kolkata Knight Riders,3,16,13,123.08,2.0,8.0
155786,2009,AB Dinda,Kolkata Knight Riders,2,2,3,66.67,2.0,1.0
155788,2009,AC Gilchrist,Deccan Chargers,16,495,323,153.25,16.0,30.94
155791,2009,HH Gibbs,Deccan Chargers,14,371,330,112.42,11.0,33.73
155806,2009,VVS Laxman,Deccan Chargers,5,19,33,57.58,5.0,3.8
155817,2009,RG Sharma,Deccan Chargers,16,362,313,115.65,13.0,27.85
155987,2009,JA Morkel,Chennai Super Kings,10,97,70,138.57,4.0,24.25
155995,2009,JH Kallis,Royal Challengers Bangalore,15,361,332,108.73,13.0,27.77
156062,2009,R Bishnoi,Royal Challengers Bangalore,3,19,17,111.76,3.0,6.33
156074,2009,DW Steyn,Royal Challengers Bangalore,1,0,3,0.0,1.0,0.0
156077,2009,A Kumble,Royal Challengers Bangalore,6,16,19,84.21,1.0,16.0
156188,2009,T Kohli,Kings XI Punjab,1,1,4,25.0,1.0,1.0
156198,2009,PP Chawla,Kings XI Punjab,8,31,37,83.78,5.0,6.2
156355,2009,SB Styris,Deccan Chargers,1,14,8,175.0,1.0,14.0
156370,2009,Y Venugopal Rao,Deccan Chargers,12,124,114,108.77,11.0,11.27
156389,2009,DB Ravi Teja,Deccan Chargers,6,65,70,92.86,3.0,21.67
156391,2009,FH Edwards,Deccan Chargers,2,4,5,80.0,1.0,4.0
156503,2009,KV Sharma,Royal Challengers Bangalore,1,1,3,33.33,1.0,1.0
156523,2009,AB de Villiers,Delhi Daredevils,13,465,354,131.36,9.0,51.67
156534,2009,TM Dilshan,Delhi Daredevils,13,418,341,122.58,10.0,41.8
156573,2009,KD Karthik,Delhi Daredevils,13,288,217,132.72,8.0,36.0
156610,2009,MK Tiwary,Delhi Daredevils,1,9,13,69.23,1.0,9.0
156760,2009,MS Gony,Chennai Super Kings,2,13,7,185.71,2.0,6.5
156767,2009,M Muralitharan,Chennai Super Kings,4,8,8,100.0,2.0,4.0
156770,2009,PC Valthaty,Rajasthan Royals,2,6,12,50.0,2.0,3.0
156780,2009,RJ Quiney,Rajasthan Royals,7,103,102,100.98,7.0,14.71
156874,2009,AS Raut,Rajasthan Royals,7,78,62,125.81,4.0,19.5
156964,2009,SB Bangar,Kolkata Knight Riders,1,2,9,22.22,1.0,2.0
156986,2009,Yashpal Singh,Kolkata Knight Riders,4,47,65,72.31,4.0,11.75
157153,2009,Pankaj Singh,Royal Challengers Bangalore,2,1,2,50.0,1.0,1.0
157321,2009,DR Smith,Deccan Chargers,8,215,131,164.12,8.0,26.88
157388,2009,RP Singh,Deccan Chargers,5,8,17,47.06,4.0,2.0
157398,2009,PP Ojha,Deccan Chargers,4,1,7,14.29,3.0,0.33
157528,2009,PR Shah,Mumbai Indians,4,53,51,103.92,3.0,17.67
157602,2009,MV Boucher,Royal Challengers Bangalore,9,150,115,130.43,5.0,30.0
157752,2009,M Manhas,Delhi Daredevils,6,75,62,120.97,3.0,25.0
157900,2009,WA Mota,Kings XI Punjab,6,30,48,62.5,5.0,6.0
158250,2009,AA Bilakhia,Deccan Chargers,6,67,80,83.75,4.0,16.75
158393,2009,SS Tiwary,Mumbai Indians,3,13,12,108.33,1.0,13.0
158477,2009,AN Ghosh,Kolkata Knight Riders,2,7,8,87.5,2.0,3.5
158493,2009,BAW Mendis,Kolkata Knight Riders,1,0,1,0.0,1.0,0.0
158540,2009,DL Vettori,Delhi Daredevils,3,34,31,109.68,2.0,17.0
158608,2009,A Mishra,Delhi Daredevils,5,26,20,130.0,3.0,8.67
158616,2009,PJ Sangwan,Delhi Daredevils,4,6,10,60.0,1.0,6.0
158788,2009,MN van Wyk,Kolkata Knight Riders,5,167,131,127.48,3.0,55.67
158807,2009,WP Saha,Kolkata Knight Riders,7,72,41,175.61,3.0,24.0
158860,2009,SP Goswami,Royal Challengers Bangalore,2,53,60,88.33,2.0,26.5
158960,2009,RE van der Merwe,Royal Challengers Bangalore,8,122,99,123.23,8.0,15.25
158977,2009,MK Pandey,Royal Challengers Bangalore,4,168,118,142.37,2.0,84.0
159089,2009,RR Powar,Kings XI Punjab,3,23,22,104.55,1.0,23.0
159293,2009,TL Suman,Deccan Chargers,12,237,190,124.74,10.0,23.7
159348,2009,Shoaib Ahmed,Deccan Chargers,3,1,6,16.67,2.0,0.5
159715,2009,SK Trivedi,Rajasthan Royals,3,9,17,52.94,2.0,4.5
159797,2009,GR Napier,Mumbai Indians,1,15,16,93.75,1.0,15.0
159825,2009,AM Rahane,Mumbai Indians,7,144,122,118.03,6.0,24.0
160095,2009,KP Appanna,Royal Challengers Bangalore,1,0,1,0.0,0.0,0.0
160161,2009,SM Katich,Kings XI Punjab,9,145,117,123.93,9.0,16.11
160222,2009,TM Srivastava,Kings XI Punjab,1,0,1,0.0,0.0,0.0
160351,2009,LA Carseldine,Rajasthan Royals,5,81,67,120.9,4.0,20.25
160354,2009,NV Ojha,Rajasthan Royals,8,168,144,116.67,7.0,24.0
160459,2009,SM Harwood,Rajasthan Royals,2,9,14,64.29,0.0,9.0
160469,2009,M Vijay,Chennai Super Kings,4,60,67,89.55,4.0,15.0
160578,2009,SB Jakati,Chennai Super Kings,2,20,15,133.33,1.0,20.0
160583,2009,L Balaji,Chennai Super Kings,3,4,10,40.0,3.0,1.33
160602,2009,DA Warner,Delhi Daredevils,7,163,134,121.64,7.0,23.29
160695,2009,R Bhatia,Delhi Daredevils,5,8,18,44.44,5.0,1.6
160838,2009,S Sohal,Kings XI Punjab,8,115,91,126.37,8.0,14.38
161093,2009,W Jaffer,Royal Challengers Bangalore,2,15,17,88.24,2.0,7.5
161393,2009,RJ Harris,Deccan Chargers,5,21,18,116.67,1.0,21.0
161660,2009,S Sreesanth,Kings XI Punjab,2,5,18,27.78,0.0,5.0
162137,2009,RR Raje,Mumbai Indians,2,12,9,133.33,1.0,12.0
162139,2009,DS Kulkarni,Mumbai Indians,3,9,17,52.94,2.0,4.5
162244,2009,D du Preez,Royal Challengers Bangalore,1,10,13,76.92,1.0,10.0
162592,2009,L Ronchi,Mumbai Indians,1,0,2,0.0,1.0,0.0
162900,2009,A Symonds,Deccan Chargers,8,249,165,150.91,7.0,35.57
163064,2009,B Lee,Kings XI Punjab,4,28,34,82.35,2.0,14.0
163883,2009,WPUJC Vaas,Deccan Chargers,2,30,21,142.86,1.0,30.0
164018,2009,M Morkel,Rajasthan Royals,1,8,8,100.0,1.0,8.0
164080,2009,DJ Hussey,Kolkata Knight Riders,4,98,58,168.97,4.0,24.5
164135,2009,AD Mathews,Kolkata Knight Riders,1,16,13,123.08,1.0,16.0
164379,2009,LA Pomersbach,Kings XI Punjab,4,41,47,87.23,4.0,10.25
165120,2009,SD Chitnis,Rajasthan Royals,1,6,8,75.0,1.0,6.0
165145,2009,J Botha,Rajasthan Royals,3,47,40,117.5,2.0,23.5
165150,2009,YV Takawale,Mumbai Indians,1,18,22,81.82,1.0,18.0
165273,2009,C Nanda,Mumbai Indians,1,0,1,0.0,1.0,0.0
165275,2009,SL Malinga,Mumbai Indians,1,0,1,0.0,2.0,0.0
165377,2009,MF Maharoof,Delhi Daredevils,2,21,21,100.0,1.0,21.0
165402,2009,A Nehra,Delhi Daredevils,1,1,1,100.0,0.0,1.0
165889,2009,Mashrafe Mortaza,Kolkata Knight Riders,1,2,2,100.0,0.0,2.0
166491,2009,A Singh,Rajasthan Royals,2,1,3,33.33,1.0,1.0
166517,2009,GJ Bailey,Chennai Super Kings,2,45,39,115.38,2.0,22.5
166829,2009,AB McDonald,Delhi Daredevils,1,3,4,75.0,1.0,3.0
166835,2009,Y Nagar,Delhi Daredevils,1,20,20,100.0,1.0,20.0
167186,2009,SS Shaikh,Kolkata Knight Riders,1,6,7,85.71,1.0,6.0
167336,2009,R Ashwin,Chennai Super Kings,1,8,15,53.33,1.0,8.0
167510,2009,Mohammad Ashraful,Mumbai Indians,1,2,10,20.0,1.0,2.0
168702,2009/10,MK Tiwary,Kolkata Knight Riders,11,237,186,127.42,9.0,26.33
168703,2009/10,SC Ganguly,Kolkata Knight Riders,14,493,418,117.94,13.0,37.92
168706,2009/10,CA Pujara,Kolkata Knight Riders,6,122,115,106.09,4.0,30.5
168707,2009/10,BJ Hodge,Kolkata Knight Riders,4,99,90,110.0,4.0,24.75
168733,2009/10,OA Shah,Kolkata Knight Riders,5,115,95,121.05,2.0,57.5
168736,2009/10,AD Mathews,Kolkata Knight Riders,10,233,184,126.63,7.0,33.29
168829,2009/10,AC Gilchrist,Deccan Chargers,16,289,186,155.38,16.0,18.06
168833,2009/10,VVS Laxman,Deccan Chargers,6,64,60,106.67,6.0,10.67
168869,2009/10,HH Gibbs,Deccan Chargers,10,267,234,114.1,10.0,26.7
168902,2009/10,A Symonds,Deccan Chargers,16,429,340,126.18,14.0,30.64
168910,2009/10,RG Sharma,Deccan Chargers,16,404,302,133.77,14.0,28.86
168921,2009/10,Anirudh Singh,Deccan Chargers,4,63,66,95.45,4.0,15.75
168935,2009/10,TL Suman,Deccan Chargers,14,307,255,120.39,9.0,34.11
168944,2009/10,WPUJC Vaas,Deccan Chargers,5,30,34,88.24,4.0,7.5
168945,2009/10,Jaskaran Singh,Deccan Chargers,4,8,11,72.73,1.0,8.0
168956,2009/10,ST Jayasuriya,Mumbai Indians,4,33,31,106.45,4.0,8.25
168965,2009/10,SR Tendulkar,Mumbai Indians,15,618,463,133.48,13.0,47.54
168980,2009/10,AP Tare,Mumbai Indians,4,50,36,138.89,4.0,12.5
168999,2009/10,SS Tiwary,Mumbai Indians,15,419,309,135.6,14.0,29.93
169001,2009/10,AT Rayudu,Mumbai Indians,14,356,246,144.72,13.0,27.38
169067,2009/10,R Sathish,Mumbai Indians,10,112,97,115.46,7.0,16.0
169074,2009/10,Harbhajan Singh,Mumbai Indians,7,105,60,175.0,5.0,21.0
169075,2009/10,R McLaren,Mumbai Indians,7,66,69,95.65,3.0,22.0
169085,2009/10,GC Smith,Rajasthan Royals,2,44,39,112.82,2.0,22.0
169089,2009/10,NV Ojha,Rajasthan Royals,14,377,284,132.75,12.0,31.42
